"index","collection","packageId","granuleId","title","detailsLink","pdfLink","pdfSize","htmlLink","htmlSize","xmlLink","xmlSize","otherLink1","other1Size","otherLink2","other2Size","teaser","historical","publishdate"
"146","Congressional Committee Prints","CPRT-94SPRT44620","CPRT-94SPRT44620","A select chronology and background documents relating to the Middle East: [prepared for the] Committee on Foreign Relations, United States Senate.","https://www.govinfo.gov/app/details/CPRT-94SPRT44620/CPRT-94SPRT44620","https://www.govinfo.gov/content/pkg/CPRT-94SPRT44620/pdf/CPRT-94SPRT44620.pdf","170.6 MB","","0 B","","0 B","","0 B","","0 B"," A SELECT CHRONOLOGY AND BACKGROUND DOCUMENTS RELATING TO THE MIDDLE EAST (Second revised edition) COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE Printed for the use of the Committee on Foreign Relations 44-620 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1975 KANSAS STATE UNIVERSITY LIBRARY MANHATTAN COMMITTEE ON FOREIGN RELATIONS JOHN ...","","1975-02-01"
"147","Congressional Committee Prints","CPRT-113JPRT85287","CPRT-113JPRT85287","COUNTRY REPORTS ON HUMAN RIGHTS PRACTICES FOR 2011 VOLUME III--SOUTH AND CENTRAL ASIA, WESTERN HEMISPHERE","https://www.govinfo.gov/app/details/CPRT-113JPRT85287/CPRT-113JPRT85287","https://www.govinfo.gov/content/pkg/CPRT-113JPRT85287/pdf/CPRT-113JPRT85287.pdf","2.1 MB","https://www.govinfo.gov/content/pkg/CPRT-113JPRT85287/html/CPRT-113JPRT85287.htm","3.5 MB","","0 B","","0 B","","0 B"," ASIA, WESTERN HEMISPHERE R E P O R T SUBMITTED TO THE COMMITTEE ON FOREIGN RELATIONS US SENATE AND THE COMMITTEE ON FOREIGN AFFAIRS US HOUSE OF REPRESENTATIVES BY THE DEPARTMENT OF STATE IN ACCORDANCE WITH SECTIONS 116(d) AND 502B(b) OF THE FOREIGN ASSISTANCE ACT OF 1961, AS AMENDED [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] NOVEMBER 2014 Printed...","","2014-11-01"
"148","Congressional Committee Prints","CPRT-113SPRT85286","CPRT-113SPRT85286","COUNTRY REPORTS ON HUMAN RIGHTS PRACTICES FOR 2011 VOLUME II--EUROPE AND EURASIA, NEAR EAST AND NORTH AFRICA","https://www.govinfo.gov/app/details/CPRT-113SPRT85286/CPRT-113SPRT85286","https://www.govinfo.gov/content/pkg/CPRT-113SPRT85286/pdf/CPRT-113SPRT85286.pdf","2.8 MB","https://www.govinfo.gov/content/pkg/CPRT-113SPRT85286/html/CPRT-113SPRT85286.htm","4.7 MB","","0 B","","0 B","","0 B"," EAST AND NORTH AFRICA R E P O R T SUBMITTED TO THE COMMITTEE ON FOREIGN RELATIONS U.S. SENATE AND THE COMMITTEE ON FOREIGN AFFAIRS U.S. HOUSE OF REPRESENTATIVES BY THE DEPARTMENT OF STATE IN ACCORDANCE WITH SECTIONS 116(d) AND 502B(b) OF THE FOREIGN ASSISTANCE ACT OF 1961, AS AMENDED COUNTRY REPORTS ON HUMAN RIGHTS PRACTICES FOR 2011 VOLUME II--...","","2014-01-01"
"149","Congressional Committee Prints","CPRT-92HPRT24681O","CPRT-92HPRT24681O","The international transfer of conventional arms: a report to the Congress from the U.S. Arms Control and Disarmament Agency, pursuant to section 302 of the Foreign Relations Authorization Act of 1972 (Public Law 92-352), April 12, 1974.","https://www.govinfo.gov/app/details/CPRT-92HPRT24681O/CPRT-92HPRT24681O","https://www.govinfo.gov/content/pkg/CPRT-92HPRT24681O/pdf/CPRT-92HPRT24681O.pdf","97.9 MB","","0 B","","0 B","","0 B","","0 B"," A REPORT TO THE CONGRESS FROM THE U.S. ARMS CONTROL AND DISARMAMEN AGENCY PURSUANT TO Section 302 of the Foreign Relatio Act of 1972 (Public L APRIL 12, 1974 Printed for the use of the Committee on Foreign Affairs 24-681 O U.S. GOVERNMENT. PRINTING OFFICE WASHINGTON : 1974 For sale by the Superintendent of Documents. U.S. Government Printing ...","","1974-04-12"
"150","Congressional Committee Prints","CPRT-109JPRT99700","CPRT-109JPRT99700","COUNTRY REPORTS ON HUMAN RIGHTS PRACTICES FOR 2004 VOLUME I","https://www.govinfo.gov/app/details/CPRT-109JPRT99700/CPRT-109JPRT99700","https://www.govinfo.gov/content/pkg/CPRT-109JPRT99700/pdf/CPRT-109JPRT99700.pdf","5.5 MB","https://www.govinfo.gov/content/pkg/CPRT-109JPRT99700/html/CPRT-109JPRT99700.htm","8.4 MB","","0 B","","0 B","","0 B"," THE COMMITTEE ON FOREIGN RELATIONS U.S. SENATE AND THE COMMITTEE ON INTERNATIONAL RELATIONS U.S. HOUSE OF REPRESENTATIVES BY THE DEPARTMENT OF STATE IN ACCORDANCE WITH SECTIONS 116(d) AND 502B(b) OF THE FOREIGN ASSISTANCE ACT OF 1961, AS AMENDED SEPTEMBER 2005 Printed for the use of the Committees on Foreign Relations of the U.S. Senate and ...","","2005-09-01"
"151","Congressional Committee Prints","CPRT-96JPRT55733OvII","CPRT-96JPRT55733OvII","Legislation on foreign relations through 1979. Volume 2: Current legislation and related executive orders.","https://www.govinfo.gov/app/details/CPRT-96JPRT55733OvII/CPRT-96JPRT55733OvII","https://www.govinfo.gov/content/pkg/CPRT-96JPRT55733OvII/pdf/CPRT-96JPRT55733OvII.pdf","565.4 MB","","0 B","","0 B","","0 B","","0 B"," IE S o □ tr | JOINT COMMITTEE PRINT | MARCH 1980 JRRENT LEGISLATION AND LATED EXECUTIVE ORDERS VOLUME II of Representatives U.S. Senate COMMITTEE ON FOREIGN AFFAIRS COMMITTEE ON FOREIGN RELATIONS Legislation on Foreign Relations Through 1979 JOINT COMMITTEE PRINT ------- $—■ MARCH 1980 CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS I U.S. House...","","1980-03-01"
"152","Congressional Committee Prints","CPRT-106JPRT59867","CPRT-106JPRT59867","EXPLANATION OF PROPOSED INCOME TAX TREATY AND PROPOSED PROTOCOL BETWEEN THE UNITED STATES AND THE ITALIAN REPUBLIC Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999","https://www.govinfo.gov/app/details/CPRT-106JPRT59867/CPRT-106JPRT59867","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59867/pdf/CPRT-106JPRT59867.pdf","269.1 KB","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59867/html/CPRT-106JPRT59867.htm","203.7 KB","","0 B","","0 B","","0 B"," for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] OCTOBER 8, 1999 JOINT COMMITTEE ON TAXATION 106th Congress, 1st Session ------ HOUSE SENATE BILL ARCHER, Texas, WILLIAM V. ROTH, Jr., Delaware, Chairman Vice ...","","1999-10-08"
"153","Congressional Committee Prints","CPRT-108JPRT91694","CPRT-108JPRT91694","EXPLANATION OF PROPOSED INCOME TAX TREATY BETWEEN THE UNITED STATES AND THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA Scheduled for a Hearing Before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON FEBRUARY 25, 2004","https://www.govinfo.gov/app/details/CPRT-108JPRT91694/CPRT-108JPRT91694","https://www.govinfo.gov/content/pkg/CPRT-108JPRT91694/pdf/CPRT-108JPRT91694.pdf","229.4 KB","https://www.govinfo.gov/content/pkg/CPRT-108JPRT91694/html/CPRT-108JPRT91694.htm","229.8 KB","","0 B","","0 B","","0 B"," Scheduled for a Hearing Before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON FEBRUARY 25, 2004 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] TONGRESS.#13 FEBRUARY 19, 2004 ------- 91-694 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2003 JOINT COMMITTEE ON TAXATION 108th Congress ------ HOUSE ...","","2004-02-19"
"154","Congressional Committee Prints","CPRT-106JPRT59866","CPRT-106JPRT59866","EXPLANATION OF PROPOSED INCOME TAX TREATY AND PROPOSED PROTOCOL BETWEEN THE UNITED STATES AND THE KINGDOM OF DENMARK Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999","https://www.govinfo.gov/app/details/CPRT-106JPRT59866/CPRT-106JPRT59866","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59866/pdf/CPRT-106JPRT59866.pdf","258.0 KB","https://www.govinfo.gov/content/pkg/CPRT-106JPRT59866/html/CPRT-106JPRT59866.htm","184.7 KB","","0 B","","0 B","","0 B"," Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON OCTOBER 13, 1999 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] OCTOBER 8, 1999 JOINT COMMITTEE ON TAXATION 106th Congress, 1st Session ------ HOUSE SENATE BILL ARCHER, Texas, WILLIAM V. ROTH, Jr., Delaware, Chairman Vice ...","","1999-10-08"
"155","Congressional Committee Prints","CPRT-90SPRT76627O","CPRT-90SPRT76627O","War or peace in the Middle East?: report to the Committee on Foreign Relations, United States Senate.","https://www.govinfo.gov/app/details/CPRT-90SPRT76627O/CPRT-90SPRT76627O","https://www.govinfo.gov/content/pkg/CPRT-90SPRT76627O/pdf/CPRT-90SPRT76627O.pdf","12.9 MB","","0 B","","0 B","","0 B","","0 B"," JJNITED SPATES. SENATE / BY Senator Joseph S. Clark ON A TUDY MISSION TO GREECE, THE UNITED ARAB REPUBLIC, JORDAN, AND ISRAEL O ru —— r 76-627 o □ □ APRIL 10, 1967 UMMS SUTt MW Printed for the use of the Committee on Foreign Relations U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1967 COMMITTEE ON FOREIGN RELATIONS J. W. FULBRIGHT, Arkansas, ...","","1967-04-10"
"156","Congressional Committee Prints","CPRT-94SPRT70648O","CPRT-94SPRT70648O","Twenty-first meeting of the North Atlantic Assembly: report of the United States Delegation to the twenty-first meeting of members of parliaments from the North Atlantic Assembly countries held at Copenhagen, Denmark, September 21 through September 26, 1975, pursuant to Public Law 689, 84th Congress.","https://www.govinfo.gov/app/details/CPRT-94SPRT70648O/CPRT-94SPRT70648O","https://www.govinfo.gov/content/pkg/CPRT-94SPRT70648O/pdf/CPRT-94SPRT70648O.pdf","12.5 MB","","0 B","","0 B","","0 B","","0 B"," OF THE UNITED STATES DELEGATION TO THE TWENTY- FIRST MEETING OF MEMBERS OF PARLIAMENTS FROM THE NORTH ATLANTIC ASSEMBLY COUN­ TRIES HELD AT COPENHAGEN, DENMARK, SEPTEMBER 21 THROUGH SEPTEMBER 26, 1975 pursuant to Public Law 689—84th Congress tn co 00 RJ MAY 7, 1976 □ □ Printed for the use of the Committee on Foreign Relations 70-648 0 U.S. ...","","1976-05-07"
"157","Congressional Committee Prints","CPRT-108JPRT91693","CPRT-108JPRT91693","EXPLANATION OF PROPOSED INCOME TAX TREATY BETWEEN THE UNITED STATES AND JAPAN Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON FEBRUARY 25, 2004","https://www.govinfo.gov/app/details/CPRT-108JPRT91693/CPRT-108JPRT91693","https://www.govinfo.gov/content/pkg/CPRT-108JPRT91693/pdf/CPRT-108JPRT91693.pdf","447.5 KB","https://www.govinfo.gov/content/pkg/CPRT-108JPRT91693/html/CPRT-108JPRT91693.htm","341.4 KB","","0 B","","0 B","","0 B"," ON FOREIGN RELATIONS UNITED STATES SENATE ON FEBRUARY 25, 2004 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] TONGRESS.#13 FEBRUARY 19, 2004 ------- 91-693 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2003 JOINT COMMITTEE ON TAXATION 108th Congress ------ HOUSE SENATE WILLIAM M. THOMAS, California, CHARLES ...","","2004-02-19"
"158","Congressional Committee Prints","CPRT-118SPRT52148","CPRT-118SPRT52148","STRATEGIC ALIGNMENT: THE IMPERATIVE OF RESOURCING THE INDO-PACIFIC STRATEGY","https://www.govinfo.gov/app/details/CPRT-118SPRT52148/CPRT-118SPRT52148","https://www.govinfo.gov/content/pkg/CPRT-118SPRT52148/pdf/CPRT-118SPRT52148.pdf","3.1 MB","https://www.govinfo.gov/content/pkg/CPRT-118SPRT52148/html/CPRT-118SPRT52148.htm","97.4 KB","","0 B","","0 B","","0 B"," STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ONE HUNDRED EIGHTEENTH CONGRESS FIRST SESSION February 16, 2023 [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 52-...","","2023-02-16"
"159","Congressional Committee Prints","CPRT-117SPRT43530","CPRT-117SPRT43530","MEMBERSHIP AND JURISDICTION OF SUBCOMMITTEES","https://www.govinfo.gov/app/details/CPRT-117SPRT43530/CPRT-117SPRT43530","https://www.govinfo.gov/content/pkg/CPRT-117SPRT43530/pdf/CPRT-117SPRT43530.pdf","68.0 KB","https://www.govinfo.gov/content/pkg/CPRT-117SPRT43530/html/CPRT-117SPRT43530.htm","15.2 KB","","0 B","","0 B","","0 B"," SENATE [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] MARCH 2021 Printed for the use of the Committee on Foreign Relations ______ U.S. GOVERNMENT PUBLISHING OFFICE 43-530 PDF WASHINGTON : 2021 COMMITTEE ON FOREIGN RELATIONS ROBERT MENENDEZ,New Jersey, Chairman BENJAMIN L. CARDIN, Maryland JAMES E. RISCH, Idaho JEANNE SHAHEEN, New Hampshire MARCO ...","","2021-03-01"
"160","Congressional Committee Prints","CPRT-117SPRT44788","CPRT-117SPRT44788","CRUELTY, COERCION, AND LEGAL CONTORTIONS: THE TRUMP ADMINISTRATIONS UNSAFE ASYLUM COOPERATIVE AGREEMENTS WITH GUATEMALA, HONDURAS, AND EL SALVADOR","https://www.govinfo.gov/app/details/CPRT-117SPRT44788/CPRT-117SPRT44788","https://www.govinfo.gov/content/pkg/CPRT-117SPRT44788/pdf/CPRT-117SPRT44788.pdf","6.3 MB","https://www.govinfo.gov/content/pkg/CPRT-117SPRT44788/html/CPRT-117SPRT44788.htm","124.7 KB","","0 B","","0 B","","0 B","COOPERATIVE AGREEMENTS WITH GUATEMALA, HONDURAS, AND EL SALVADOR A MAJORITY STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Seventeenth Congress FIRST SESSION January 18, 2021 [GRAPHICS NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via the ...","","2021-01-18"
"161","Congressional Committee Prints","CPRT-116SPRT39613","CPRT-116SPRT39613","MEMBERSHIP AND JURISDICTION OF SUBCOMMITTEES","https://www.govinfo.gov/app/details/CPRT-116SPRT39613/CPRT-116SPRT39613","https://www.govinfo.gov/content/pkg/CPRT-116SPRT39613/pdf/CPRT-116SPRT39613.pdf","62.5 KB","https://www.govinfo.gov/content/pkg/CPRT-116SPRT39613/html/CPRT-116SPRT39613.htm","14.5 KB","","0 B","","0 B","","0 B"," SENATE [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 39-613 PDF WASHINGTON : 2020 COMMITTEE ON FOREIGN RELATIONS JAMES E. RISCH, Idaho, Chairman MARCO RUBIO, Florida ROBERT MENENDEZ, New Jersey RON JOHNSON, Wisconsin BENJAMIN L. CARDIN, Maryland CORY GARDNER, Colorado JEANNE SHAHEEN, New Hampshire MITT ROMNEY, ...","","2020-02-26"
"162","Congressional Committee Prints","CPRT-112SPRT77567","CPRT-112SPRT77567","OIL, MEXICO, AND THE TRANSBOUNDARY AGREEMENT","https://www.govinfo.gov/app/details/CPRT-112SPRT77567/CPRT-112SPRT77567","https://www.govinfo.gov/content/pkg/CPRT-112SPRT77567/pdf/CPRT-112SPRT77567.pdf","129.3 KB","https://www.govinfo.gov/content/pkg/CPRT-112SPRT77567/html/CPRT-112SPRT77567.htm","110.3 KB","","0 B","","0 B","","0 B"," THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Twelfth Congress Second Session December 21, 2012 U.S. GOVERNMENT PRINTING OFFICE 77-567 WASHINGTON : 2012 For sale by the Superintendent of Documents, U.S. Government Printing Office, http://bookstore.gpo.gov. For more information, contact the GPO Customer Contact Center, U.S. ...","","2012-12-21"
"163","Congressional Committee Prints","CPRT-112SPRT63954","CPRT-112SPRT63954","IRAQ: THE TRANSITION FROM A MILITARY MISSION TO A CIVILIAN-LED EFFORT","https://www.govinfo.gov/app/details/CPRT-112SPRT63954/CPRT-112SPRT63954","https://www.govinfo.gov/content/pkg/CPRT-112SPRT63954/pdf/CPRT-112SPRT63954.pdf","4.3 MB","https://www.govinfo.gov/content/pkg/CPRT-112SPRT63954/html/CPRT-112SPRT63954.htm","76.7 KB","","0 B","","0 B","","0 B"," OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Twelfth Congress First Session January 31, 2011 U.S. GOVERNMENT PRINTING OFFICE 63-954 WASHINGTON : 2011 For sale by the Superintendent of Documents, U.S. Government Printing Office, http://bookstore.gpo.gov. For more information, contact the GPO Customer Contact Center, U.S. ...","","2011-01-31"
"164","Congressional Committee Prints","CPRT-111SPRT56491","CPRT-111SPRT56491","COMMON ENEMY, COMMON STRUGGLE: PROGRESS IN U.S.-MEXICAN EFFORTS TO DEFEAT ORGANIZED CRIME AND DRUG TRAFFICKING","https://www.govinfo.gov/app/details/CPRT-111SPRT56491/CPRT-111SPRT56491","https://www.govinfo.gov/content/pkg/CPRT-111SPRT56491/pdf/CPRT-111SPRT56491.pdf","6.3 MB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT56491/html/CPRT-111SPRT56491.htm","60.7 KB","","0 B","","0 B","","0 B"," DRUG TRAFFICKING A REPORT TO THE MEMBERS OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress Second Session MAY 18, 2010 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PRINTING OFFICE 56-491 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...","","2010-05-18"
"165","Congressional Committee Prints","CPRT-111SPRT53866","CPRT-111SPRT53866","SRI LANKA: RECHARTING U.S. STRATEGY AFTER THE WAR","https://www.govinfo.gov/app/details/CPRT-111SPRT53866/CPRT-111SPRT53866","https://www.govinfo.gov/content/pkg/CPRT-111SPRT53866/pdf/CPRT-111SPRT53866.pdf","110.0 KB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT53866/html/CPRT-111SPRT53866.htm","61.4 KB","","0 B","","0 B","","0 B"," SENATE One Hundred Eleventh Congress First Session December 7, 2009 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PRINTING OFFICE Printed for the use of Committee on Foreign Relations Available via World Wide Web: http://www.access.gpo.gov/congress/senate U.S. GOVERNMENT PRINTING OFFICE 53-866 PDF WASHINGTON : 2009 For sale by the ...","","2009-12-07"
"166","Congressional Committee Prints","CPRT-111SPRT50518","CPRT-111SPRT50518","URUGUAY TRADE PREFERENCES: A STRATEGIC OPPORTUNITY IN THE SOUTHERN CONE","https://www.govinfo.gov/app/details/CPRT-111SPRT50518/CPRT-111SPRT50518","https://www.govinfo.gov/content/pkg/CPRT-111SPRT50518/pdf/CPRT-111SPRT50518.pdf","101.2 KB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT50518/html/CPRT-111SPRT50518.htm","41.0 KB","","0 B","","0 B","","0 B"," THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress First Session June 29, 2009 U.S. GOVERNMENT PRINTING OFFICE 50-518 PDF WASHINGTON : 2009 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512-1800 Fax: (202) 512-2104 ...","","2009-06-29"
"167","Congressional Committee Prints","CPRT-110SPRT45088","CPRT-110SPRT45088","NORTH KOREA AND ITS NUCLEAR PROGRAM--A REALITY CHECK","https://www.govinfo.gov/app/details/CPRT-110SPRT45088/CPRT-110SPRT45088","https://www.govinfo.gov/content/pkg/CPRT-110SPRT45088/pdf/CPRT-110SPRT45088.pdf","108.8 KB","https://www.govinfo.gov/content/pkg/CPRT-110SPRT45088/html/CPRT-110SPRT45088.htm","54.7 KB","","0 B","","0 B","","0 B"," FOREIGN RELATIONS UNITED STATES SENATE One Hundred Tenth Congress Second Session OCTOBER 2008 Available via World Wide Web: http://www.gpoaccess.gov/congress/index.html ---- U.S. GOVERNMENT PRINTING OFFICE 45-088 PDF WASHINGTON DC: 2008 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: ...","","2008-10-01"
"168","Congressional Committee Prints","CPRT-110SPRT39644","CPRT-110SPRT39644","THE MERIDA INITIATIVE: ``GUNS, DRUGS, AND FRIENDS''","https://www.govinfo.gov/app/details/CPRT-110SPRT39644/CPRT-110SPRT39644","https://www.govinfo.gov/content/pkg/CPRT-110SPRT39644/pdf/CPRT-110SPRT39644.pdf","2.4 MB","https://www.govinfo.gov/content/pkg/CPRT-110SPRT39644/html/CPRT-110SPRT39644.htm","41.4 KB","","0 B","","0 B","","0 B"," FOREIGN RELATIONS UNITED STATES SENATE One Hundred Tenth Congress First Session December 21, 2007 U.S. GOVERNMENT PRINTING OFFICE 39-644 WASHINGTON : 2007 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512�091800 Fax: (202) 512�092104 Mail: Stop IDCC, ...","","2007-12-21"
"169","Congressional Committee Prints","CPRT-110SPRT35996","CPRT-110SPRT35996","AN EVALUATION OF CFIUS REFORM AFTER DP WORLD: BALANCING OPEN INVESTMENT POLICY AND NATIONAL SECURITY","https://www.govinfo.gov/app/details/CPRT-110SPRT35996/CPRT-110SPRT35996","https://www.govinfo.gov/content/pkg/CPRT-110SPRT35996/pdf/CPRT-110SPRT35996.pdf","97.9 KB","https://www.govinfo.gov/content/pkg/CPRT-110SPRT35996/html/CPRT-110SPRT35996.htm","45.1 KB","","0 B","","0 B","","0 B"," SECURITY A Report to Members of the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE Richard G. Lugar, Ranking Member One Hundred Tenth Congress First Session June 20, 2007 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via World Wide Web: http://www.access.gpo.gov/congress/senate ...","","2007-06-20"
"170","Congressional Committee Prints","CPRT-109SPRT31667","CPRT-109SPRT31667","EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT (EBRD), LONDON","https://www.govinfo.gov/app/details/CPRT-109SPRT31667/CPRT-109SPRT31667","https://www.govinfo.gov/content/pkg/CPRT-109SPRT31667/pdf/CPRT-109SPRT31667.pdf","127.1 KB","https://www.govinfo.gov/content/pkg/CPRT-109SPRT31667/html/CPRT-109SPRT31667.htm","74.2 KB","","0 B","","0 B","","0 B"," ON FOREIGN RELATIONS UNITED STATES SENATE Richard G. Lugar, Chairman One Hundred Ninth Congress Second Session June 16, 2006 U.S. GOVERNMENT PRINTING OFFICE 31-667 WASHINGTON : 2006 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512�091800 Fax:...","","2006-06-16"
"171","Congressional Committee Prints","CPRT-108SPRT45479","CPRT-108SPRT45479","MEMBERSHIP AND JURISDICTION OF SUBCOMMITTEES","https://www.govinfo.gov/app/details/CPRT-108SPRT45479/CPRT-108SPRT45479","https://www.govinfo.gov/content/pkg/CPRT-108SPRT45479/pdf/CPRT-108SPRT45479.pdf","128.4 KB","https://www.govinfo.gov/content/pkg/CPRT-108SPRT45479/html/CPRT-108SPRT45479.htm","14.2 KB","","0 B","","0 B","","0 B"," [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U. S. GOVERNMENT PRINTING OFFICE 45-479 WASHINGTON : 2003 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512-1800 Fax: (202) 512-2250 Mail: Stop SSOP, Washington, DC 20402-0001 COMMITTEE ON FOREIGN ...","","2004-01-01"
